length_chars,length_tokens,num_distinct_tokens,num_capital_chars,num_capital_tokens,num_free,num_digits,label
0.053964757709251104,0.047619047619047616,0.09195402298850575,0.007874015748031496,0.0,0.0,0.0,0
0.022026431718061675,0.021164021164021163,0.04597701149425287,0.015748031496062992,0.0,0.0,0.0,0
0.32268722466960353,0.291005291005291,0.5172413793103449,0.06299212598425197,0.03225806451612903,0.0,0.0,0
0.022026431718061675,0.021164021164021163,0.04597701149425287,0.015748031496062992,0.0,0.0,0.0,0
0.09691629955947137,0.1111111111111111,0.1724137931034483,0.48031496062992124,0.45161290322580644,0.0,0.04878048780487805,0
0.024229074889867846,0.021164021164021163,0.04597701149425287,0.0,0.0,0.0,0.0,0
0.07048458149779736,0.06878306878306878,0.14942528735632182,0.015748031496062992,0.0,0.0,0.0,0
0.034140969162995596,0.042328042328042326,0.09195402298850575,0.007874015748031496,0.0,0.0,0.07317073170731708,0
0.03303964757709251,0.031746031746031744,0.06896551724137931,0.007874015748031496,0.0,0.0,0.0,0
0.051762114537444934,0.0582010582010582,0.12643678160919541,0.007874015748031496,0.0,0.0,0.0,0
0.02863436123348018,0.026455026455026454,0.05747126436781609,0.015748031496062992,0.0,0.0,0.0,0
0.026431718061674013,0.031746031746031744,0.06896551724137931,0.14173228346456693,0.12903225806451613,0.0,0.04878048780487805,0
0.19493392070484583,0.18518518518518517,0.3448275862068966,0.047244094488188976,0.0,0.0,0.0,0
0.02312775330396476,0.026455026455026454,0.05747126436781609,0.007874015748031496,0.0,0.3333333333333333,0.0,0
0.08039647577092511,0.08465608465608465,0.1724137931034483,0.4094488188976378,0.45161290322580644,0.0,0.17073170731707318,0
0.019823788546255508,0.021164021164021163,0.04597701149425287,0.007874015748031496,0.0,0.0,0.0,0
0.07819383259911895,0.06878306878306878,0.14942528735632182,0.015748031496062992,0.0,0.0,0.0,0
0.1145374449339207,0.10052910052910052,0.21839080459770116,0.11023622047244094,0.06451612903225806,0.0,0.024390243902439025,0
0.03634361233480176,0.031746031746031744,0.06896551724137931,0.22834645669291337,0.1935483870967742,0.0,0.0,0
0.024229074889867846,0.026455026455026454,0.05747126436781609,0.015748031496062992,0.0,0.0,0.0,0
0.08480176211453745,0.08465608465608465,0.1839080459770115,0.015748031496062992,0.0,0.0,0.0,0
0.045154185022026436,0.047619047619047616,0.10344827586206896,0.015748031496062992,0.0,0.0,0.0,0
0.045154185022026436,0.042328042328042326,0.09195402298850575,0.015748031496062992,0.0,0.0,0.0,0
0.07488986784140969,0.06878306878306878,0.12643678160919541,0.11023622047244094,0.06451612903225806,0.0,0.0,0
0.048458149779735685,0.042328042328042326,0.09195402298850575,0.015748031496062992,0.0,0.0,0.0,0
0.10462555066079296,0.09523809523809523,0.1839080459770115,0.023622047244094488,0.0,0.0,0.0,0
0.12004405286343613,0.09523809523809523,0.16091954022988508,0.031496062992125984,0.0,0.0,0.0,0
0.024229074889867846,0.015873015873015872,0.034482758620689655,0.0,0.0,0.0,0.0,0
0.022026431718061675,0.021164021164021163,0.04597701149425287,0.007874015748031496,0.0,0.0,0.0,0
0.11784140969162997,0.1164021164021164,0.21839080459770116,0.007874015748031496,0.0,0.0,0.0,0
0.020925110132158593,0.021164021164021163,0.04597701149425287,0.007874015748031496,0.0,0.0,0.0,0
0.030837004405286344,0.026455026455026454,0.05747126436781609,0.007874015748031496,0.0,0.0,0.0,0
